,labels,x1,x2,x3,x4,x5,x6,x7
0,-1266.9130271015654,15.972987101321367,26.46696769987868,48.646096961502046,56.300260233398056,49.10621618737139,43.86246972422469,44.910610102560526
1,-1206.6619920538387,19.558785769446526,26.692157236576094,33.42168274738086,45.26840782035647,49.759118076020044,43.83610539383059,32.80469809345776
2,-1456.6206523063306,18.03063563074012,13.687434743337928,35.30468912005428,57.447300989760684,49.40647790279774,56.235865828197504,68.34713757497423
3,-1383.5291722278946,15.538120656205615,29.241567515278632,54.056538786556615,27.33359741550579,45.00444640010467,56.418674815597115,54.89991302635799
4,-1270.6883215826797,16.554675500207296,16.277542114043793,47.921094342814406,50.814279360281844,47.34570259991546,46.09495275525097,53.22000705353341
5,-1717.209822207908,12.532162829187097,32.37569195586804,37.14940733589421,37.94637910632935,48.291465252098085,68.518892699859,85.31687395729115
6,-1287.9540327772834,18.88042512029372,19.9852155376941,52.86173882934513,44.47523809328123,45.712005465887934,65.0585451414212,41.487264988010736
7,-969.0644247263565,12.640042349440954,7.694940168274033,43.25684339357154,35.07044984120269,48.29234230225923,46.42977554380822,24.408820142600064
8,-1030.1470421803176,11.588764906502513,6.105297458454277,37.25681904284629,57.30690109686966,48.505472277814576,60.154472351084884,25.537856859631173
9,-1022.5354828975801,19.956578698295928,13.852916313774802,61.191865919430306,46.01268109290718,51.33660556039392,41.343016203920456,20.04670617979366
10,-1232.9194859612558,16.124343342689688,4.199482537183065,57.78207943926521,37.63219281359228,46.50706097932356,47.03041961310939,59.03685871982383
11,-1617.5267132387755,19.447017744012342,29.5027788722743,38.55925012744648,30.09012900280435,48.8149893384354,54.104759100201,78.42483687596878
12,-1737.6196753264517,18.81005601132467,22.81556455772461,33.31362835751431,44.3849048905981,50.66952102344051,55.81417816397332,95.48603522822367
13,-1423.69769935078,10.60327327606643,6.469906218690091,53.551072889286104,43.35931864232335,49.582016791624476,58.296278899844445,74.43190707049634
14,-1624.7715158372334,17.25647816999686,33.960660083047536,43.59563764373739,42.40539684251596,51.386108526420585,41.216379621857506,80.86647126089437
15,-1400.0630012264605,18.929894298654908,14.924989690664546,45.7162938165546,61.37265214912905,48.394333066388896,42.67523569513651,69.97323435929934
16,-1311.029543254004,19.11886791895145,8.880069493848007,32.39799154382006,47.432894563447455,46.59677579498954,58.67041986096083,56.83599896970324
17,-1175.313279854999,16.576032023140524,14.644714489682347,34.82426007019146,36.925521189240456,45.67873751166556,52.61964740891512,40.44316586434419
18,-884.3780435251789,11.772862860394447,2.778272375055231,58.894871743547334,44.455374423782395,51.1257051135541,52.11582021718933,11.599963419429802
19,-1033.0689344392222,16.657072814513864,26.424599102060107,41.838382064739626,41.27921339150927,48.8862467457216,49.132914443577654,11.31575165466366
20,-1372.8865931483456,19.394666804011106,28.05888033704683,40.5427996451055,53.5712446193395,46.88884054336359,57.25832373262315,48.164952149009636
21,-1230.3697279970318,12.92656455243213,8.456385436825698,47.73986728609987,68.37959133916598,47.90920352544986,60.18830802728413,48.76389730470939
22,-1452.6520395640669,15.718071665773476,24.675629860075414,59.269247453593074,51.774229479182665,50.27333166977718,44.14472864692357,67.99987308156153
23,-1099.407618195423,18.85596022135757,11.486206939073707,38.731368057983374,39.14210927481394,49.692066407636,67.51040358638491,19.585825080277893
24,-1197.3026588643959,12.428143119236921,32.34976819847752,59.21238945583923,60.93855489465933,50.20204480225606,51.983736638305174,27.749558021923576
25,-1107.349895781589,18.097251772632433,17.22478660268198,46.3501604386906,45.35065913224076,48.20922988915704,68.40568929239468,16.1512795136877
26,-1355.7517871054083,15.264079148182727,5.854914139792616,49.76794105149215,44.0505725984982,51.08136849390855,51.377166190315016,66.28704104554272
27,-1440.9264037828161,17.907739915689987,7.571425982874414,44.61150510977119,41.646217052109726,48.89364651288276,47.22585968001499,78.82137435565951
28,-1552.162447441582,18.549884866812413,27.79329497929562,52.552683471228136,44.995174911842135,46.96636834526016,61.86952910246648,69.8972793524353
29,-1130.0473344483948,15.304132878261353,18.890902899975774,55.749315112374234,57.154143456174374,50.26119502781983,60.77723118107474,23.92586303806971
30,-1563.814452837497,15.752550268707328,19.69932835684329,38.07251122397631,40.53095120797816,49.29617663297841,34.69161501465365,92.66129461468628
31,-1064.4149391342194,17.471996295868944,25.041744148004017,56.791081390238155,47.70869447197422,49.157713823385706,41.28031865721724,20.33095178671659
32,-1499.1154507052474,15.441452673382992,42.0647638109557,34.551177514758734,45.88136641773599,48.423641007204274,54.23084081112111,74.75376842225786
33,-1264.1271448078214,10.508209243429476,32.585619360418725,43.513173307544754,37.903476723837336,45.20250098403671,50.335437877165354,44.85671199789119
34,-1151.086642649665,16.898871345364363,17.835984739473854,46.288560762451915,36.259548914714024,51.3415832893035,46.27948899323236,33.32962413825065
35,-1243.0188068377315,13.870748658060737,60.462483562834784,60.69219796561343,36.58141698837616,49.873645562712504,56.631723632723784,30.353709041968788
36,-1635.6957659585523,16.55626619721196,11.293041076597728,60.57600482454048,47.91625220955589,49.024691325745906,62.39144980409611,92.43395199254427
37,-1476.6954438200107,10.971576121205619,21.994561579874183,30.864513544908625,49.68008141901345,49.69258481817533,51.077140212695,73.54152451708887
38,-1010.5498573762977,19.460801175654836,3.984248295019495,53.663757463394575,42.83382534547368,49.188817480289295,55.93071047419262,20.992167311104964
39,-1292.25314200357,15.28704891154701,33.93747392134676,44.05938752331441,46.48007465521933,50.209189787895575,52.24681802669125,36.28376653468779
40,-1147.042358928104,13.921038692070322,33.7553726877422,62.626874314993714,57.221215569159966,48.404212851973305,50.09573656352122,22.16971212780197
41,-1295.3756418913395,10.481593468080536,12.282483713021783,41.82995430119463,38.8160596066151,49.628027024044904,55.10909570859933,55.710101139899926
42,-1640.4134927768362,12.162566921910127,26.336580616232045,60.47425994464709,43.90531827877175,51.032853461949145,44.486025579540325,90.9586005103325
43,-900.5119041291244,18.99364350930403,7.692126392214353,41.43433553631253,47.03783879727153,45.305494518173724,41.19155283191149,17.708739492355747
44,-1448.025111411938,14.152975639045334,30.403562368338513,56.87154888780242,51.16585589399933,50.38953231969429,58.299043239544496,55.7298322703314
45,-1355.5112323296385,19.525882390056843,26.49747787652377,38.833920151735896,47.04929719623317,47.81519526838951,41.330379898817085,55.1819871929484
46,-1068.0953968736644,15.535725885404588,33.507864764889305,55.388749792370184,58.20783957838857,51.001341047213884,46.629789856496735,10.965710688645226
47,-1466.0241316384859,11.345302466779277,8.386874709122429,60.59540727610239,50.22303170734236,46.329615157177116,59.80107417285979,82.12299652914375
48,-1500.0478072384517,17.205240577635756,6.761831842501996,46.909557750440754,59.062326267956216,45.1900484891951,53.56136315083185,87.5433147370169
49,-1284.3562405021312,14.163727980164838,14.912717241246732,62.707994551512265,34.39790155864915,49.73005327165824,63.2868226039723,46.11965859120966
50,-1124.9779157796324,17.05704917655498,25.933106105437158,50.52179366304837,47.980051785140084,50.1926665740655,53.732055261916315,18.51879686148702
51,-1209.0631129742183,19.4199707381783,26.722159780165587,62.32016417017979,49.0412688990523,49.45062303198183,75.59467959194941,15.927336477371094
52,-1495.6816775183427,11.717457672173119,17.101692888272233,42.40635979510562,52.55832814457619,45.73886331797609,40.98417072684343,88.73680714935834
53,-1458.9003310566047,15.983685610531985,21.01291494093527,42.16133401105092,40.629527631413055,50.58652883452433,62.76207397138127,59.75270674107166
54,-1234.0407815709982,19.034216199178005,19.963425622861628,39.149093073960024,42.81709419260277,2.012345115854792,38.6860032919269,45.84633073648703
55,-1320.711438599422,11.271161525266397,31.716132424688073,42.75047413654533,47.49197869937745,48.69675163126977,49.841910317805656,47.16435426950905
56,-1147.0275917177773,17.446780204029867,27.719178121413865,45.878354997598386,28.496818142475092,46.665421827464634,53.81766862502308,24.587043267165193
57,-1261.5933448176522,14.237502847849017,33.04934187798934,57.9546987487775,53.86127751413544,49.104966393385276,51.34957277439983,35.372310247860504
58,-1043.0614780090357,15.219268033282013,4.868543543449189,23.408552893322604,53.73623566165815,45.47141179878315,65.01208768537845,26.977880957297884
59,-1410.4971258436558,13.926694447485827,4.930853115193996,43.108936731976726,48.42272316612997,51.47116724808685,47.15690367175339,77.66714026918888
60,-1692.9480250811662,18.047386401427058,29.738715929837397,48.34923900476711,52.06389112569,45.62355992730614,51.845154791352826,93.30559130708431
61,-1179.7114172676474,13.353921884477806,31.99855076667699,60.03217129654064,36.83339485606648,49.30765278242352,58.09172699612354,22.763923181516578
62,-1244.4951403530358,10.823759475828663,5.210349586223916,35.97777973465229,57.29439756195394,48.684198640278886,42.89304502426269,63.15273790541244
63,-1359.3466382589318,18.62357425787355,23.794051126929403,63.65507216788681,33.15022871055645,48.91313629609821,55.77994656912439,50.255488972518
64,-1543.2406667804385,17.075413909079565,3.1863327192569058,60.42487721673743,36.19244576767713,50.21481321754288,62.10201929994412,85.56732336977716
65,-1349.8342896112822,15.008026052650717,11.011726920919607,32.629391636433624,53.24167507173612,46.342277091242686,47.89793079660071,68.12539321337877
66,-1512.901480009829,11.368692986826186,5.058972692766188,47.24427106778609,35.260317024100715,46.56087382850111,61.796686962890305,88.6631992599921
67,-1067.6540774366986,13.081549810690145,24.49395077302091,46.42264487555126,42.34432488152411,45.28378826255919,52.22523789895857,23.055932596398037
68,-991.0316603494623,15.025466573331526,10.287458018989302,53.39937583505003,38.75856123549018,47.82268439139392,50.18431829818786,21.14341671382063
69,-1099.5882075078316,15.95124220311209,9.861084910790662,43.02196969972063,39.304792369704664,45.52259261599856,47.217360826004125,39.22371578228324
70,-1365.010153398042,10.762720739286028,18.771222276600067,51.423396623255165,37.31293553888564,49.653361172032334,59.148976385782966,57.70185286805154
71,-951.7225714501571,15.381577728592706,4.676739472486631,41.59644951293011,45.8699797075178,50.18191563781821,62.208960701397984,10.205162046629788
72,-755.2700398499154,13.569879556025914,10.483313815361996,32.99967796678695,39.772546765360694,49.700125307697974,19.999821844425007,7.303168649902575
73,-1227.723703718613,10.332772591989718,16.665049846023113,55.07685078336054,44.08433172527969,47.28024412953909,56.193366650816,46.47240101895899
74,-1233.6369159309072,19.268797220520852,21.110180877912377,60.489093593956085,41.5449015051627,51.579410972339055,50.92265204548678,35.83581711668555
75,-1608.7026920930516,19.565919167962303,20.840574126393573,38.05716216831317,36.13564523397102,48.680038410725146,66.06864426400601,76.90215422840733
76,-1045.0664047718924,12.305846745403798,15.990985519026193,51.90546860513932,38.21065052635731,48.44953582011403,62.01256025324751,18.397062912682898
77,-1186.5655776950937,7.6075862080425845,13.56500408618852,44.02872342710509,56.625983872213624,50.501680095957624,55.911467203436466,35.45694375100416
78,-1337.661911328755,13.794758610033629,26.913182204408407,60.43251499977839,32.58703646955117,45.95784200518494,59.645844029068165,49.276903040146536
79,-1214.3052637249739,13.752329737046178,32.01690612767037,30.964580264107607,46.91075734527525,46.05757414501739,50.1061350097018,33.61965381118315
80,-1107.6150912095502,16.973023646756776,17.12178564174827,62.34611810839495,52.84969521759562,47.01672091669939,41.331665187155735,35.185673185775144
81,-1150.9089279383352,18.406171041913282,4.486152039818226,58.0266228515578,50.18033030065395,49.78393699911083,55.40948489210984,38.971621084374775
82,-1106.9363610973173,19.190754876341906,16.670598837377113,51.17202094600201,45.428889208983264,51.16821974010151,70.2209662312394,13.021187918754187
83,-1422.6380940256624,12.70127437830365,6.446609699321785,52.87867955810045,58.43971843235438,45.21114919606344,58.46457281892825,78.73969264426147
84,-1532.3847215312153,13.032614602211218,22.16451007915519,59.605416879736296,32.3091324158623,49.18593894798533,58.692897627920445,74.79567150369657
85,-1400.1868307001773,13.500588129067067,24.016981539247052,40.62376503564569,48.18709260420959,47.491637888435704,38.73885314900548,69.6856708168984
86,-1295.916952748586,11.196362282440674,14.030185038401907,39.9614882619625,48.29312127540671,45.29963435723008,13.231441817299935,63.028343871351574
87,-1388.670487961488,16.617751298945812,29.287557661824625,60.63700982459528,65.60767294675071,48.67770705624993,61.22311466759605,48.055958621479384
88,-1599.5220158694146,18.36094382957785,12.963520920524434,46.75916005667818,46.13870857357894,50.870584907649686,68.3833755379153,78.54716570340763
89,-1146.019550757197,11.741937184923195,19.969621787435138,59.302019364374445,38.779319115914824,48.34230156373132,65.80376565987636,25.7961001556329
90,-1248.5158466307616,11.52649252869221,10.29160902149744,48.38780934296004,27.786865447223988,47.22899160665056,47.3361770544335,58.596895431559226
