,labels,x1,x2,x3,x4,x5,x6,x7
0,-1266.9130271015656,15.972987101321369,26.46696769987868,48.646096961502046,56.30026023339806,49.10621618737139,43.86246972422469,44.91061010256053
1,-1206.6619920538387,19.558785769446526,26.69215723657609,33.421682747380856,45.268407820356465,49.75911807602005,43.83610539383059,32.80469809345776
2,-1456.6206523063306,18.03063563074012,13.687434743337926,35.304689120054285,57.447300989760684,49.40647790279775,56.2358658281975,68.34713757497423
3,-1383.5291722278946,15.538120656205615,29.24156751527863,54.056538786556615,27.33359741550579,45.004446400104676,56.418674815597115,54.89991302635799
4,-1270.6883215826795,16.554675500207296,16.277542114043793,47.921094342814406,50.81427936028184,47.345702599915455,46.09495275525097,53.2200070535334
5,-1717.209822207908,12.532162829187095,32.37569195586804,37.14940733589421,37.94637910632935,48.29146525209809,68.518892699859,85.31687395729115
6,-1287.9540327772834,18.88042512029372,19.985215537694103,52.86173882934513,44.475238093281234,45.712005465887934,65.0585451414212,41.487264988010736
7,-969.0644247263564,12.640042349440956,7.694940168274032,43.256843393571536,35.070449841202695,48.29234230225923,46.42977554380822,24.408820142600064
8,-1030.1470421803176,11.588764906502512,6.105297458454277,37.25681904284629,57.30690109686966,48.505472277814576,60.154472351084884,25.53785685963117
9,-1022.53548289758,19.956578698295925,13.852916313774802,61.19186591943031,46.01268109290718,51.33660556039393,41.343016203920456,20.04670617979366
10,-1232.9194859612558,16.124343342689688,4.199482537183065,57.78207943926521,37.63219281359228,46.50706097932356,47.03041961310939,59.036858719823826
11,-1617.5267132387755,19.447017744012342,29.5027788722743,38.559250127446475,30.09012900280435,48.8149893384354,54.104759100200994,78.42483687596878
12,-1737.6196753264514,18.810056011324672,22.81556455772461,33.31362835751431,44.384904890598094,50.6695210234405,55.814178163973324,95.48603522822368
13,-1423.69769935078,10.60327327606643,6.469906218690092,53.5510728892861,43.35931864232335,49.58201679162448,58.29627889984445,74.43190707049634
14,-1624.7715158372337,17.25647816999686,33.960660083047536,43.59563764373739,42.40539684251596,51.38610852642057,41.21637962185751,80.86647126089437
15,-1400.0630012264605,18.929894298654908,14.924989690664544,45.716293816554604,61.372652149129046,48.3943330663889,42.67523569513651,69.97323435929934
16,-1311.029543254004,19.118867918951448,8.880069493848008,32.397991543820055,47.432894563447455,46.59677579498954,58.67041986096083,56.83599896970325
17,-1175.3132798549989,16.576032023140527,14.644714489682348,34.82426007019146,36.92552118924045,45.67873751166557,52.61964740891512,40.44316586434419
18,-884.3780435251788,11.772862860394447,2.7782723750552307,58.89487174354733,44.455374423782395,51.125705113554105,52.11582021718933,11.599963419429804
19,-1033.0689344392222,16.657072814513864,26.424599102060107,41.838382064739626,41.27921339150927,48.8862467457216,49.132914443577654,11.31575165466366
20,-1372.8865931483456,19.394666804011106,28.05888033704683,40.542799645105504,53.5712446193395,46.88884054336359,57.25832373262315,48.164952149009636
21,-1230.3697279970318,12.926564552432131,8.456385436825697,47.739867286099866,68.37959133916597,47.90920352544986,60.18830802728414,48.76389730470939
22,-1452.6520395640669,15.718071665773476,24.67562986007541,59.269247453593074,51.77422947918265,50.273331669777185,44.14472864692357,67.99987308156153
23,-1099.407618195423,18.85596022135757,11.486206939073709,38.731368057983374,39.14210927481394,49.692066407636005,67.51040358638491,19.585825080277893
24,-1197.302658864396,12.42814311923692,32.34976819847752,59.21238945583922,60.938554894659326,50.20204480225606,51.98373663830517,27.749558021923576
25,-1107.349895781589,18.097251772632433,17.22478660268198,46.35016043869061,45.35065913224075,48.20922988915704,68.40568929239467,16.151279513687697
26,-1355.7517871054085,15.264079148182725,5.8549141397926165,49.767941051492144,44.0505725984982,51.08136849390855,51.37716619031503,66.28704104554272
27,-1440.926403782816,17.907739915689987,7.5714259828744135,44.61150510977119,41.646217052109726,48.89364651288276,47.22585968001499,78.82137435565951
28,-1552.1624474415821,18.549884866812416,27.79329497929562,52.55268347122814,44.995174911842135,46.96636834526015,61.86952910246648,69.89727935243529
29,-1130.0473344483948,15.30413287826135,18.890902899975774,55.74931511237424,57.15414345617437,50.261195027819824,60.77723118107475,23.92586303806971
30,-1563.814452837497,15.752550268707328,19.69932835684329,38.07251122397631,40.530951207978156,49.29617663297841,34.69161501465365,92.66129461468628
31,-1064.4149391342194,17.471996295868944,25.041744148004017,56.791081390238155,47.70869447197422,49.157713823385706,41.280318657217244,20.33095178671659
33,-1264.1271448078214,10.508209243429476,32.585619360418725,43.51317330754475,37.903476723837336,45.20250098403671,50.335437877165354,44.85671199789119
34,-1151.086642649665,16.898871345364366,17.835984739473854,46.28856076245192,36.25954891471402,51.3415832893035,46.279488993232356,33.329624138250644
36,-1635.6957659585526,16.55626619721196,11.293041076597726,60.57600482454047,47.91625220955589,49.024691325745906,62.391449804096105,92.4339519925443
37,-1476.6954438200107,10.971576121205619,21.994561579874183,30.864513544908625,49.680081419013455,49.69258481817533,51.077140212695,73.54152451708887
38,-1010.5498573762976,19.46080117565484,3.984248295019495,53.663757463394575,42.83382534547368,49.188817480289295,55.93071047419262,20.992167311104964
39,-1292.25314200357,15.28704891154701,33.93747392134676,44.059387523314406,46.480074655219326,50.209189787895575,52.246818026691244,36.28376653468779
40,-1147.042358928104,13.921038692070322,33.7553726877422,62.626874314993714,57.221215569159966,48.4042128519733,50.09573656352122,22.169712127801965
41,-1295.3756418913395,10.481593468080538,12.282483713021787,41.82995430119463,38.8160596066151,49.6280270240449,55.10909570859933,55.71010113989993
42,-1640.4134927768362,12.162566921910127,26.336580616232048,60.474259944647095,43.90531827877175,51.03285346194914,44.48602557954033,90.9586005103325
43,-900.5119041291244,18.993643509304032,7.6921263922143535,41.43433553631253,47.037838797271526,45.305494518173724,41.191552831911494,17.708739492355747
44,-1448.0251114119378,14.152975639045335,30.403562368338513,56.87154888780242,51.16585589399933,50.38953231969429,58.299043239544496,55.7298322703314
45,-1355.5112323296385,19.525882390056843,26.49747787652377,38.833920151735896,47.04929719623317,47.81519526838951,41.33037989881709,55.1819871929484
46,-1068.0953968736644,15.535725885404586,33.507864764889305,55.38874979237018,58.207839578388565,51.00134104721389,46.62978985649674,10.965710688645228
47,-1466.024131638486,11.345302466779275,8.386874709122429,60.59540727610239,50.22303170734236,46.329615157177116,59.80107417285979,82.12299652914375
48,-1500.0478072384515,17.205240577635756,6.761831842501995,46.90955775044075,59.062326267956216,45.1900484891951,53.56136315083185,87.54331473701691
49,-1284.3562405021312,14.163727980164838,14.912717241246732,62.70799455151226,34.397901558649146,49.73005327165824,63.286822603972304,46.11965859120966
50,-1124.9779157796324,17.05704917655498,25.933106105437158,50.52179366304836,47.98005178514008,50.192666574065505,53.73205526191632,18.51879686148702
51,-1209.0631129742185,19.4199707381783,26.72215978016559,62.32016417017979,49.0412688990523,49.45062303198183,75.5946795919494,15.927336477371096
